ID	ABCG2	Type	CancerType
TCGA-BR-4280-01A	0.5187933	Tumor	STAD
TCGA-D7-8572-01A	0.866937363	Tumor	STAD
TCGA-VQ-A91Z-01A	0.2543524	Tumor	STAD
TCGA-HU-A4HD-01A	3.197867	Tumor	STAD
TCGA-D7-8573-01A	0.417816788	Tumor	STAD
TCGA-BR-7959-01A	0.9282761	Tumor	STAD
TCGA-BR-8679-01A	1.660958561	Tumor	STAD
TCGA-CG-5726-01A	0.219754	Tumor	STAD
TCGA-BR-6453-01A	1.76743	Tumor	STAD
TCGA-BR-A4QL-01A	0.6152971	Tumor	STAD
TCGA-VQ-AA6A-01A	1.723435137	Tumor	STAD
TCGA-HF-7132-01A	1.425829	Tumor	STAD
TCGA-BR-A4IV-01A	0.9531969	Tumor	STAD
TCGA-CG-5718-01A	0.487873032	Tumor	STAD
TCGA-BR-8296-01A	1.102247616	Tumor	STAD
TCGA-R5-A7ZR-01A	0.668791287	Tumor	STAD
TCGA-HU-A4GY-11A	1.599003162	Normal	STAD
TCGA-BR-8680-01A	0.171512858	Tumor	STAD
TCGA-VQ-A8P2-01A	0.343617005	Tumor	STAD
TCGA-CD-8533-01A	0.978185645	Tumor	STAD
TCGA-IP-7968-11A	0.602652572	Normal	STAD
TCGA-RD-A8N2-01A	1.280166606	Tumor	STAD
TCGA-VQ-A92D-01A	0.7997141	Tumor	STAD
TCGA-CG-5721-11A	0.256372299	Normal	STAD
TCGA-HU-A4GT-01A	0.6332608	Tumor	STAD
TCGA-ZA-A8F6-01A	2.476055	Tumor	STAD
TCGA-D7-A74A-01A	1.312117	Tumor	STAD
TCGA-IN-A7NR-01A	0.715299748	Tumor	STAD
TCGA-HU-A4H2-01A	1.359471774	Tumor	STAD
TCGA-BR-6456-01A	0.7833881	Tumor	STAD
TCGA-CG-4442-01A	0.437054201	Tumor	STAD
TCGA-CD-8524-01A	0.8648686	Tumor	STAD
TCGA-VQ-A8PO-01A	0.2423089	Tumor	STAD
TCGA-BR-7717-01A	0.4376773	Tumor	STAD
TCGA-CG-4475-01A	0.737995184	Tumor	STAD
TCGA-BR-4369-01A	0.915798842	Tumor	STAD
TCGA-HU-A4GH-11A	1.643620834	Normal	STAD
TCGA-HU-A4GP-01A	1.513078412	Tumor	STAD
TCGA-VQ-A94R-01A	1.400051	Tumor	STAD
TCGA-VQ-A91E-01A	0.4969942	Tumor	STAD
TCGA-HU-A4GP-11A	0.8899227	Normal	STAD
TCGA-HU-A4GD-01A	3.004068091	Tumor	STAD
TCGA-FP-8211-01A	0.339355805	Tumor	STAD
TCGA-D7-A747-01A	1.994564292	Tumor	STAD
TCGA-KB-A93G-01A	0.633762451	Tumor	STAD
TCGA-RD-A8MV-01A	0.857891314	Tumor	STAD
TCGA-BR-4256-01A	0.938901996	Tumor	STAD
TCGA-FP-7735-01A	0.6806957	Tumor	STAD
TCGA-BR-6454-11A	0.756477614	Normal	STAD
TCGA-VQ-A8PK-01A	0.378525564	Tumor	STAD
TCGA-BR-7707-01A	0.1439622	Tumor	STAD
TCGA-IN-A6RS-01A	0.7450896	Tumor	STAD
TCGA-D7-6519-01A	0.309865776	Tumor	STAD
TCGA-CG-4440-01A	1.754830752	Tumor	STAD
TCGA-BR-8487-01A	0.178675074	Tumor	STAD
TCGA-VQ-A94U-01A	1.222332153	Tumor	STAD
TCGA-CG-5717-01A	0.97321127	Tumor	STAD
TCGA-BR-A4CR-01A	0.396625488	Tumor	STAD
TCGA-HU-8249-01A	2.249465217	Tumor	STAD
TCGA-BR-6454-01A	0.671557526	Tumor	STAD
TCGA-BR-8295-01A	0.70215534	Tumor	STAD
TCGA-BR-7722-01A	0.417478691	Tumor	STAD
TCGA-HU-A4HB-01A	3.715392523	Tumor	STAD
TCGA-BR-7958-01A	0.305534607	Tumor	STAD
TCGA-CG-5730-11A	4.566992758	Normal	STAD
TCGA-BR-7197-01A	0.450891554	Tumor	STAD
TCGA-VQ-A94P-01A	1.247714477	Tumor	STAD
TCGA-D7-8575-01A	0.741909285	Tumor	STAD
TCGA-VQ-A8E0-01A	0.738630539	Tumor	STAD
TCGA-HU-A4GN-11A	2.894601	Normal	STAD
TCGA-VQ-A8PP-01A	0.2159185	Tumor	STAD
TCGA-BR-8372-01A	0.395305844	Tumor	STAD
TCGA-VQ-A91Y-01A	1.333837827	Tumor	STAD
TCGA-IN-A6RL-01A	0.63688635	Tumor	STAD
TCGA-CG-5732-01A	1.464243	Tumor	STAD
TCGA-RD-A8MW-01A	0.540925044	Tumor	STAD
TCGA-KB-A6F7-01A	0.994424328	Tumor	STAD
TCGA-BR-8382-01A	0.358653745	Tumor	STAD
TCGA-CG-5722-11A	0.775163879	Normal	STAD
TCGA-BR-8060-01A	0.763199059	Tumor	STAD
TCGA-HU-A4GF-01A	3.082351	Tumor	STAD
TCGA-R5-A7ZI-01A	0.169014688	Tumor	STAD
TCGA-BR-8588-01A	0.462101903	Tumor	STAD
TCGA-CD-5801-01A	0.245513457	Tumor	STAD
TCGA-CD-5800-01A	2.185892019	Tumor	STAD
TCGA-CG-4462-01A	0.842177716	Tumor	STAD
TCGA-CD-8530-01A	1.753516875	Tumor	STAD
TCGA-VQ-A8PX-01A	0.594826328	Tumor	STAD
TCGA-D7-8578-01A	2.520297808	Tumor	STAD
TCGA-BR-6458-01A	0.8351745	Tumor	STAD
TCGA-VQ-A8PB-01A	0.1267559	Tumor	STAD
TCGA-D7-6822-01A	0.342127133	Tumor	STAD
TCGA-BR-8284-01A	1.306032654	Tumor	STAD
TCGA-3M-AB47-01A	1.906432276	Tumor	STAD
TCGA-BR-8381-01A	0.564632925	Tumor	STAD
TCGA-BR-4191-01A	1.380567171	Tumor	STAD
TCGA-MX-A666-01A	2.943959472	Tumor	STAD
TCGA-CD-A486-01A	0.831114573	Tumor	STAD
TCGA-BR-8077-01A	2.385108296	Tumor	STAD
TCGA-MX-A663-01A	1.707339	Tumor	STAD
TCGA-R5-A7O7-01A	0.707139645	Tumor	STAD
TCGA-VQ-A8DZ-01A	1.132699	Tumor	STAD
TCGA-BR-A44T-01A	1.104131372	Tumor	STAD
TCGA-HU-A4H6-01A	0.511553885	Tumor	STAD
TCGA-BR-A4CS-01A	0.5471679	Tumor	STAD
TCGA-CG-4438-01A	2.612111461	Tumor	STAD
TCGA-RD-A7BW-01A	1.68460734	Tumor	STAD
TCGA-D7-8570-01A	0.441700319	Tumor	STAD
TCGA-BR-4368-01A	1.000630889	Tumor	STAD
TCGA-CG-5720-01A	1.187775	Tumor	STAD
TCGA-D7-8579-01A	2.11542869	Tumor	STAD
TCGA-IN-A6RO-01A	0.1890549	Tumor	STAD
TCGA-VQ-AA69-01A	0.1382858	Tumor	STAD
TCGA-IP-7968-01A	1.146061	Tumor	STAD
TCGA-BR-8371-01A	0.723214365	Tumor	STAD
TCGA-KB-A93J-01A	2.193916554	Tumor	STAD
TCGA-D7-A4YU-01A	0.852389981	Tumor	STAD
TCGA-BR-6705-01A	1.185870605	Tumor	STAD
TCGA-BR-6803-01A	0.9110562	Tumor	STAD
TCGA-D7-A6EX-01A	0.3772306	Tumor	STAD
TCGA-HU-A4G9-01A	0.1608591	Tumor	STAD
TCGA-BR-6564-01A	0.987721678	Tumor	STAD
TCGA-D7-A4YX-01A	0.3234548	Tumor	STAD
TCGA-CG-4441-01A	0.4375489	Tumor	STAD
TCGA-VQ-A8DV-01A	0.583042867	Tumor	STAD
TCGA-CG-5719-01A	0.656782184	Tumor	STAD
TCGA-HU-A4GX-01A	0.179072875	Tumor	STAD
TCGA-FP-7829-11A	0.9907882	Normal	STAD
TCGA-BR-8483-01A	1.950983479	Tumor	STAD
TCGA-VQ-A8PC-01A	0.992970881	Tumor	STAD
TCGA-CD-8526-01A	1.897912224	Tumor	STAD
TCGA-BR-8380-01A	0.9476747	Tumor	STAD
TCGA-VQ-A8PQ-01A	2.047278369	Tumor	STAD
TCGA-BR-8291-01A	0.9605537	Tumor	STAD
TCGA-HU-A4GQ-01A	0.144381138	Tumor	STAD
TCGA-IN-AB1X-11A	0.8430408	Normal	STAD
TCGA-BR-8081-01A	0.345552854	Tumor	STAD
TCGA-HU-A4H4-01A	0.2276769	Tumor	STAD
TCGA-VQ-A91K-01A	0.2587043	Tumor	STAD
TCGA-R5-A7ZE-01B	2.388415	Tumor	STAD
TCGA-BR-4367-01A	1.764557707	Tumor	STAD
TCGA-BR-8297-01A	0.835931969	Tumor	STAD
TCGA-BR-8687-01A	1.606145	Tumor	STAD
TCGA-BR-8683-01A	1.682974166	Tumor	STAD
TCGA-F1-A72C-01A	0.314207002	Tumor	STAD
TCGA-BR-7704-11A	2.254807	Normal	STAD
TCGA-VQ-A8PM-01A	1.178383354	Tumor	STAD
TCGA-BR-7703-11A	0.8674791	Normal	STAD
TCGA-VQ-A925-01A	0.8517637	Tumor	STAD
TCGA-IN-7808-01A	0.696777269	Tumor	STAD
TCGA-HU-A4G8-01A	0.383780591	Tumor	STAD
TCGA-CD-A48A-01A	1.0562734	Tumor	STAD
TCGA-B7-A5TJ-01A	0.6609504	Tumor	STAD
TCGA-IN-8462-01A	0.595951844	Tumor	STAD
TCGA-BR-4294-01A	0.2848514	Tumor	STAD
TCGA-BR-A4J4-01A	1.703341639	Tumor	STAD
TCGA-IN-7806-01A	1.078779037	Tumor	STAD
TCGA-VQ-AA6F-01A	0.5102524	Tumor	STAD
TCGA-BR-A4J8-01A	0.771653026	Tumor	STAD
TCGA-BR-6707-01A	0.555937137	Tumor	STAD
TCGA-HU-A4GC-01A	2.333060377	Tumor	STAD
TCGA-BR-8682-01A	3.235517	Tumor	STAD
TCGA-HU-A4H0-01A	0.2747628	Tumor	STAD
TCGA-BR-8677-01A	0.747701969	Tumor	STAD
TCGA-FP-7998-01A	1.006953	Tumor	STAD
TCGA-D7-8574-01A	1.346030554	Tumor	STAD
TCGA-VQ-A8P5-01A	0.504791109	Tumor	STAD
TCGA-CD-8532-01A	0.460405472	Tumor	STAD
TCGA-VQ-A91A-01A	0.4696577	Tumor	STAD
TCGA-CG-4466-01A	2.255483614	Tumor	STAD
TCGA-BR-8369-01A	0.755127262	Tumor	STAD
TCGA-BR-6453-11A	3.686068428	Normal	STAD
TCGA-BR-7717-11A	0.76733977	Normal	STAD
TCGA-D7-A4Z0-01A	1.991290897	Tumor	STAD
TCGA-CG-4444-01A	3.092157997	Tumor	STAD
TCGA-BR-7715-01A	3.277292606	Tumor	STAD
TCGA-BR-8590-01A	1.767984995	Tumor	STAD
TCGA-VQ-A927-01A	2.398064889	Tumor	STAD
TCGA-D7-A6EV-01A	0.44713	Tumor	STAD
TCGA-D7-A748-01A	0.713548903	Tumor	STAD
TCGA-VQ-A91U-01A	3.111741996	Tumor	STAD
TCGA-IN-8663-01A	0.2928353	Tumor	STAD
TCGA-CG-4477-01A	0.712963033	Tumor	STAD
TCGA-BR-7716-11A	0.8773149	Normal	STAD
TCGA-IN-7806-11A	0.7865369	Normal	STAD
TCGA-CG-4460-01A	0.919863028	Tumor	STAD
TCGA-RD-A8N5-01A	1.964553463	Tumor	STAD
TCGA-BR-4363-01A	0.605296931	Tumor	STAD
TCGA-D7-A6EZ-01A	0.09148983	Tumor	STAD
TCGA-IN-A7NT-01A	1.725420664	Tumor	STAD
TCGA-VQ-A8PD-01A	1.053801593	Tumor	STAD
TCGA-VQ-A924-01A	0.325651409	Tumor	STAD
TCGA-HU-A4GC-11A	0.741170694	Normal	STAD
TCGA-IN-A6RN-01A	0.671590074	Tumor	STAD
TCGA-HU-A4GH-01A	1.024792594	Tumor	STAD
TCGA-HU-A4H8-01A	0.5603738	Tumor	STAD
TCGA-BR-4370-01A	0.60127596	Tumor	STAD
TCGA-FP-A9TM-01A	1.062097	Tumor	STAD
TCGA-BR-6852-01A	0.547770154	Tumor	STAD
TCGA-CG-4476-01A	1.585555322	Tumor	STAD
TCGA-VQ-A8DU-01A	1.496233677	Tumor	STAD
TCGA-CG-4443-01A	1.544115177	Tumor	STAD
TCGA-BR-4257-01A	1.302183	Tumor	STAD
TCGA-D7-6815-01A	2.202910914	Tumor	STAD
TCGA-BR-A4J9-01A	1.010514662	Tumor	STAD
TCGA-BR-7723-01A	0.3828476	Tumor	STAD
TCGA-RD-A8NB-01A	0.837332648	Tumor	STAD
TCGA-D7-6520-01A	0.8024417	Tumor	STAD
TCGA-BR-6452-01A	0.289962132	Tumor	STAD
TCGA-IN-A6RR-01A	0.602791552	Tumor	STAD
TCGA-VQ-A928-01A	0.655998	Tumor	STAD
TCGA-BR-A4J7-01A	1.604248954	Tumor	STAD
TCGA-BR-8059-01A	0.879448259	Tumor	STAD
TCGA-VQ-A8DT-01A	1.431355227	Tumor	STAD
TCGA-VQ-A8P8-01A	0.832618784	Tumor	STAD
TCGA-VQ-A91D-01A	0.1720535	Tumor	STAD
TCGA-BR-7901-01A	1.167657787	Tumor	STAD
TCGA-CG-4306-01A	0.442915256	Tumor	STAD
TCGA-BR-6565-01A	2.130606	Tumor	STAD
TCGA-BR-7704-01A	0.819742627	Tumor	STAD
TCGA-CG-4436-01A	3.034805	Tumor	STAD
TCGA-HU-A4G2-01A	0.4442009	Tumor	STAD
TCGA-CG-5734-11A	4.943739673	Normal	STAD
TCGA-VQ-A94T-01A	0.5689175	Tumor	STAD
TCGA-VQ-A8PU-01A	0.9586778	Tumor	STAD
TCGA-VQ-A8PJ-01A	0.996043348	Tumor	STAD
TCGA-IN-A6RI-01A	2.161254	Tumor	STAD
TCGA-IN-A7NU-01A	0.418847952	Tumor	STAD
TCGA-CD-8534-01A	0.944143125	Tumor	STAD
TCGA-VQ-AA68-01A	0.7170966	Tumor	STAD
TCGA-FP-8631-01A	0.571001135	Tumor	STAD
TCGA-D7-A6EY-01A	0.5524898	Tumor	STAD
TCGA-D7-6526-01A	3.488845901	Tumor	STAD
TCGA-BR-8364-01A	1.401215367	Tumor	STAD
TCGA-BR-6563-01A	1.723311	Tumor	STAD
TCGA-HU-8238-11A	6.176412	Normal	STAD
TCGA-CG-5728-11A	0.60206182	Normal	STAD
TCGA-BR-8676-01A	0.251585118	Tumor	STAD
TCGA-CG-5721-01A	0.229552863	Tumor	STAD
TCGA-HF-7133-01A	0.894571678	Tumor	STAD
TCGA-BR-6802-11A	1.797108466	Normal	STAD
TCGA-HU-A4HB-11A	0.5673337	Normal	STAD
TCGA-BR-6457-11A	4.431754114	Normal	STAD
TCGA-CD-8528-01A	0.735800787	Tumor	STAD
TCGA-HU-8244-01A	0.500119549	Tumor	STAD
TCGA-BR-7851-11A	5.542161084	Normal	STAD
TCGA-CD-5813-01A	1.35609	Tumor	STAD
TCGA-BR-8484-01A	1.649016034	Tumor	STAD
TCGA-BR-6457-01A	1.059852882	Tumor	STAD
TCGA-FP-7916-01A	1.400335	Tumor	STAD
TCGA-BR-4187-01A	1.603387313	Tumor	STAD
TCGA-KB-A93H-01A	2.008177	Tumor	STAD
TCGA-BR-8592-01A	1.332099	Tumor	STAD
TCGA-BR-4366-01A	3.020380191	Tumor	STAD
TCGA-BR-7851-01A	0.3777381	Tumor	STAD
TCGA-SW-A7EA-01A	0.1232748	Tumor	STAD
TCGA-CD-5803-01A	1.014962966	Tumor	STAD
TCGA-D7-6525-01A	0.2489257	Tumor	STAD
TCGA-RD-A8N9-01A	0.87162607	Tumor	STAD
TCGA-BR-4279-01A	1.564101	Tumor	STAD
TCGA-BR-8080-01A	1.412888775	Tumor	STAD
TCGA-BR-A4PF-01A	1.69112217	Tumor	STAD
TCGA-HU-A4G3-01A	1.47382367	Tumor	STAD
TCGA-CD-8531-01A	0.1537476	Tumor	STAD
TCGA-R5-A7ZF-01A	1.451581555	Tumor	STAD
TCGA-CD-A487-01A	0.427861092	Tumor	STAD
TCGA-BR-8384-01A	1.38898	Tumor	STAD
TCGA-VQ-A922-01A	0.919322324	Tumor	STAD
TCGA-B7-A5TI-01A	0.622653619	Tumor	STAD
TCGA-BR-8368-01A	1.096106463	Tumor	STAD
TCGA-FP-7735-11A	0.977162	Normal	STAD
TCGA-BR-4357-01A	1.576438309	Tumor	STAD
TCGA-BR-4371-01A	1.619253027	Tumor	STAD
TCGA-VQ-A91N-01A	2.062728	Tumor	STAD
TCGA-VQ-AA6J-01A	2.25108	Tumor	STAD
TCGA-CG-5724-01A	0.159456506	Tumor	STAD
TCGA-VQ-A94O-01A	0.762315578	Tumor	STAD
TCGA-BR-8591-01A	0.3087122	Tumor	STAD
TCGA-BR-8060-11A	0.948778797	Normal	STAD
TCGA-VQ-AA64-01A	0.688793	Tumor	STAD
TCGA-FP-8099-01A	0.413430409	Tumor	STAD
TCGA-F1-A448-01A	0.3284541	Tumor	STAD
TCGA-VQ-A91V-01A	0.9657141	Tumor	STAD
TCGA-RD-A8N0-01A	1.060727471	Tumor	STAD
TCGA-CD-8525-01A	0.597712839	Tumor	STAD
TCGA-FP-A4BF-01A	0.925446162	Tumor	STAD
TCGA-IN-AB1V-11A	0.8251541	Normal	STAD
TCGA-FP-A8CX-01A	2.003785	Tumor	STAD
TCGA-RD-A7BS-01A	1.15780164	Tumor	STAD
TCGA-BR-7716-01A	2.926315	Tumor	STAD
TCGA-BR-8366-01A	0.755707569	Tumor	STAD
TCGA-VQ-AA6G-01A	0.6678835	Tumor	STAD
TCGA-CG-4465-01A	0.689065093	Tumor	STAD
TCGA-HU-A4H5-01A	1.406665	Tumor	STAD
TCGA-CG-4437-01A	0.2575865	Tumor	STAD
TCGA-CD-5804-01A	1.093477	Tumor	STAD
TCGA-F1-6875-01A	0.244804586	Tumor	STAD
TCGA-HF-A5NB-01A	0.2588315	Tumor	STAD
TCGA-BR-8365-01A	1.185316306	Tumor	STAD
TCGA-CD-8527-01A	0.345152981	Tumor	STAD
TCGA-D7-A6F0-01A	0.588142	Tumor	STAD
TCGA-BR-7957-01A	2.363194092	Tumor	STAD
TCGA-IN-AB1X-01A	0.208714	Tumor	STAD
TCGA-BR-8678-01A	0.541166283	Tumor	STAD
TCGA-D7-6528-01A	1.909020897	Tumor	STAD
TCGA-BR-7715-11A	0.7840414	Normal	STAD
TCGA-HU-8238-01A	2.400862186	Tumor	STAD
TCGA-BR-8367-01A	2.118547612	Tumor	STAD
TCGA-BR-7196-01A	0.971375949	Tumor	STAD
TCGA-FP-7829-01A	1.602841321	Tumor	STAD
TCGA-B7-A5TN-01A	0.5614511	Tumor	STAD
TCGA-VQ-A8E3-01A	0.436610687	Tumor	STAD
TCGA-CG-5725-01A	0.5921764	Tumor	STAD
TCGA-CG-4305-01A	1.143429958	Tumor	STAD
TCGA-BR-6455-01A	0.3753487	Tumor	STAD
TCGA-BR-6802-01A	0.322788291	Tumor	STAD
TCGA-BR-6709-01A	0.36659894	Tumor	STAD
TCGA-B7-A5TK-01A	0.400543957	Tumor	STAD
TCGA-CD-A4MH-01A	0.494739689	Tumor	STAD
TCGA-BR-6710-01A	0.5765749	Tumor	STAD
TCGA-CD-A4MG-01A	0.338697065	Tumor	STAD
TCGA-D7-6522-01A	2.062563608	Tumor	STAD
TCGA-F1-6177-01A	0.09876079	Tumor	STAD
TCGA-BR-4201-01A	0.609003118	Tumor	STAD
TCGA-BR-4361-01A	0.713307885	Tumor	STAD
TCGA-FP-8209-01A	1.429068818	Tumor	STAD
TCGA-FP-8210-01A	1.605661	Tumor	STAD
TCGA-HU-8604-01A	1.386728502	Tumor	STAD
TCGA-CG-4301-01A	0.897378029	Tumor	STAD
TCGA-RD-A8N1-01A	0.5186572	Tumor	STAD
TCGA-BR-A44U-01A	3.323143221	Tumor	STAD
TCGA-CG-4469-01A	1.209230812	Tumor	STAD
TCGA-VQ-A8PH-01A	1.328481215	Tumor	STAD
TCGA-D7-8576-01A	1.84495139	Tumor	STAD
TCGA-VQ-AA6K-01A	0.8405676	Tumor	STAD
TCGA-HU-8602-01A	0.1372685	Tumor	STAD
TCGA-BR-8485-01A	1.840079858	Tumor	STAD
TCGA-VQ-A8E7-01B	1.325758	Tumor	STAD
TCGA-HU-A4GJ-01A	1.059516988	Tumor	STAD
TCGA-BR-8686-01A	1.073423621	Tumor	STAD
TCGA-BR-8589-01A	0.522548222	Tumor	STAD
TCGA-RD-A8N6-01A	1.449172334	Tumor	STAD
TCGA-D7-6524-01A	1.205245	Tumor	STAD
TCGA-CG-5722-01A	3.062595705	Tumor	STAD
TCGA-BR-8486-01A	1.994878744	Tumor	STAD
TCGA-VQ-A8PE-01A	1.594147	Tumor	STAD
TCGA-CD-8535-01A	0.889175252	Tumor	STAD
TCGA-VQ-A91X-01A	1.987067582	Tumor	STAD
TCGA-BR-A4J5-01A	1.032349332	Tumor	STAD
TCGA-CD-5798-01A	0.7696051	Tumor	STAD
TCGA-ZQ-A9CR-01A	1.79088098	Tumor	STAD
TCGA-D7-6527-01A	1.022727361	Tumor	STAD
TCGA-BR-8289-01A	1.11551	Tumor	STAD
TCGA-BR-6801-01A	0.466817824	Tumor	STAD
TCGA-CG-5734-01A	2.059662628	Tumor	STAD
TCGA-R5-A805-01A	0.750138616	Tumor	STAD
TCGA-3M-AB46-01A	0.544130337	Tumor	STAD
TCGA-CG-5716-01A	0.7309558	Tumor	STAD
TCGA-BR-4253-01A	0.415591077	Tumor	STAD
TCGA-BR-8058-01A	1.065108	Tumor	STAD
TCGA-VQ-A8P3-01A	0.402771521	Tumor	STAD
TCGA-HU-A4H3-01A	0.208484213	Tumor	STAD
TCGA-BR-4267-01A	0.43665818	Tumor	STAD
TCGA-VQ-A8E2-01A	0.733609321	Tumor	STAD
TCGA-MX-A5UG-01A	2.204120754	Tumor	STAD
TCGA-RD-A8N4-01A	1.236167319	Tumor	STAD
TCGA-IN-A6RJ-01A	0.363041599	Tumor	STAD
TCGA-CG-5723-01A	0.2244053	Tumor	STAD
TCGA-VQ-AA6D-01A	0.353688216	Tumor	STAD
TCGA-F1-6874-01A	0.406452136	Tumor	STAD
TCGA-CG-4304-01A	2.758944942	Tumor	STAD
TCGA-VQ-A923-01A	0.784486862	Tumor	STAD
TCGA-CG-5733-11A	0.701476875	Normal	STAD
TCGA-VQ-A8PF-01A	0.8512772	Tumor	STAD
TCGA-BR-8361-01A	0.609967941	Tumor	STAD
TCGA-BR-8690-01A	1.106382231	Tumor	STAD
TCGA-HJ-7597-01A	0.40283943	Tumor	STAD
TCGA-RD-A7BT-01A	3.018145802	Tumor	STAD
TCGA-CG-5720-11A	3.516451735	Normal	STAD
TCGA-MX-A5UJ-01A	2.083189449	Tumor	STAD
TCGA-VQ-A91Q-01A	0.777304604	Tumor	STAD
TCGA-D7-5578-01A	2.515578	Tumor	STAD
TCGA-SW-A7EB-01A	2.452903112	Tumor	STAD
TCGA-HU-A4GU-01A	0.301484	Tumor	STAD
TCGA-D7-6521-01A	0.4700905	Tumor	STAD
TCGA-IN-AB1V-01A	1.050236423	Tumor	STAD
TCGA-HF-7134-01A	0.5645157	Tumor	STAD
TCGA-CD-A48C-01A	0.83279493	Tumor	STAD
TCGA-HU-8610-01A	0.3451745	Tumor	STAD
TCGA-BR-8373-01A	1.656582586	Tumor	STAD
TCGA-EQ-8122-01A	2.697052373	Tumor	STAD
TCGA-B7-5818-01A	0.108572992	Tumor	STAD
TCGA-D7-A6F2-01A	1.356948058	Tumor	STAD
TCGA-RD-A7C1-01A	1.863328172	Tumor	STAD
TCGA-HF-7131-01A	2.395202	Tumor	STAD
TCGA-CD-5799-01A	0.7137018	Tumor	STAD
TCGA-VQ-A91S-01A	1.230282096	Tumor	STAD
TCGA-HU-A4GY-01A	1.116188784	Tumor	STAD
TCGA-HU-8608-01A	0.5641457	Tumor	STAD
TCGA-CD-A489-01A	0.990617245	Tumor	STAD
TCGA-BR-6566-01A	0.450229629	Tumor	STAD
TCGA-IN-8663-11A	0.556812142	Normal	STAD
TCGA-BR-A4J6-01A	0.6942202	Tumor	STAD
TCGA-BR-8286-01A	0.63299983	Tumor	STAD
TCGA-CD-8529-01A	1.418006535	Tumor	STAD
TCGA-J8-A3YE-01A	1.10899743	Tumor	THCA
TCGA-BJ-A28W-01A	0.938979889	Tumor	THCA
TCGA-EL-A4K9-01A	1.716521	Tumor	THCA
TCGA-EL-A3ZQ-11A	0.831564988	Normal	THCA
TCGA-BJ-A290-11A	1.59404	Normal	THCA
TCGA-EM-A1YB-01A	1.239298359	Tumor	THCA
TCGA-DJ-A4V0-01A	1.33941526	Tumor	THCA
TCGA-EL-A3T2-01A	2.946677	Tumor	THCA
TCGA-EM-A4FU-01A	2.256833	Tumor	THCA
TCGA-BJ-A3PR-11A	0.531696607	Normal	THCA
TCGA-FK-A3S3-01A	1.712533	Tumor	THCA
TCGA-BJ-A3PU-01A	0.734978	Tumor	THCA
TCGA-FE-A23A-01A	0.4371061	Tumor	THCA
TCGA-FY-A3ON-01A	2.173023121	Tumor	THCA
TCGA-E8-A44K-01A	0.496090435	Tumor	THCA
TCGA-KS-A41J-11A	0.8433481	Normal	THCA
TCGA-FE-A3PD-01A	1.212306	Tumor	THCA
TCGA-FY-A4B3-01A	1.443764	Tumor	THCA
TCGA-BJ-A28T-01A	1.683929436	Tumor	THCA
TCGA-EL-A3ZP-01A	1.742101546	Tumor	THCA
TCGA-DJ-A1QE-01A	1.533143	Tumor	THCA
TCGA-EL-A3CS-01A	0.5678896	Tumor	THCA
TCGA-BJ-A2N9-11A	0.89434369	Normal	THCA
TCGA-KS-A4I9-01A	1.246006294	Tumor	THCA
TCGA-EM-A3AI-01A	2.10123546	Tumor	THCA
TCGA-DJ-A3UK-01A	3.126675	Tumor	THCA
TCGA-BJ-A2N8-11A	1.471137	Normal	THCA
TCGA-EL-A3GO-01A	3.268403	Tumor	THCA
TCGA-E3-A3E2-01A	1.370166	Tumor	THCA
TCGA-BJ-A192-01A	3.288089	Tumor	THCA
TCGA-EL-A3T6-01A	1.230965	Tumor	THCA
TCGA-IM-A41Y-01A	0.9990524	Tumor	THCA
TCGA-EL-A3T7-01A	1.384777	Tumor	THCA
TCGA-EL-A3ZS-01A	1.840347158	Tumor	THCA
TCGA-J8-A3YG-01A	1.406880185	Tumor	THCA
TCGA-BJ-A2N8-01A	2.45697028	Tumor	THCA
TCGA-DJ-A2Q9-01A	1.250088116	Tumor	THCA
TCGA-EL-A3CV-01A	1.219418	Tumor	THCA
TCGA-DJ-A3UW-01A	0.715703086	Tumor	THCA
TCGA-DJ-A1QL-01A	3.53433305	Tumor	THCA
TCGA-EL-A3D0-01A	1.18501	Tumor	THCA
TCGA-BJ-A2NA-11A	1.619464	Normal	THCA
TCGA-EL-A3GZ-11A	1.169585961	Normal	THCA
TCGA-EM-A22P-01A	1.912049356	Tumor	THCA
TCGA-EL-A3N3-11A	1.587694421	Normal	THCA
TCGA-FE-A3PB-01A	0.742607995	Tumor	THCA
TCGA-E8-A418-01A	0.691507	Tumor	THCA
TCGA-L6-A4EQ-01A	2.03402452	Tumor	THCA
TCGA-E3-A3DZ-01A	2.309527889	Tumor	THCA
TCGA-ET-A40T-01A	1.934434807	Tumor	THCA
TCGA-EL-A3H2-01A	2.142408	Tumor	THCA
TCGA-DJ-A3UV-01A	1.788416355	Tumor	THCA
TCGA-EL-A3CY-01A	1.840627463	Tumor	THCA
TCGA-ET-A39P-01A	1.590082	Tumor	THCA
TCGA-DJ-A4UW-01A	1.961133837	Tumor	THCA
TCGA-EM-A22I-01A	0.945855398	Tumor	THCA
TCGA-FE-A233-01A	0.9185449	Tumor	THCA
TCGA-EL-A4K6-01A	0.366458086	Tumor	THCA
TCGA-DJ-A2PS-01A	1.424439101	Tumor	THCA
TCGA-DJ-A4UL-01A	2.098664	Tumor	THCA
TCGA-EM-A3SX-01A	2.892668975	Tumor	THCA
TCGA-EL-A3T8-11A	1.572777	Normal	THCA
TCGA-EL-A3TB-11A	1.719110433	Normal	THCA
